Description,Avg_Elasticity,Obs,Sensitivity
EMPIRE GIFT WRAP,-41.891934697855795,9,Elastic (price-sensitive)
JUMBO BAG DOLLY GIRL DESIGN,-41.8209785002672,8,Elastic (price-sensitive)
DAIRY MAID TRADITIONAL TEAPOT ,-41.56973280552561,12,Elastic (price-sensitive)
TEA COSY RED  STRIPE,-41.53094372162581,10,Elastic (price-sensitive)
COFFEE MUG APPLES DESIGN,-41.46947945553006,16,Elastic (price-sensitive)
"KEY FOB , GARAGE DESIGN",-41.46784246381831,3,Elastic (price-sensitive)
SILVER FABRIC MIRROR,-41.39804750092711,7,Elastic (price-sensitive)
GLASS BONBON JAR PARFUME AUX FLEURE,-41.39735207584164,3,Elastic (price-sensitive)
S/4 BLACK DINNER CANDLE SILVER FLOC,-41.35299747876824,4,Elastic (price-sensitive)
SET OF 2 CHRISTMAS DECOUPAGE CANDLE,-41.320993768738916,5,Elastic (price-sensitive)
MEDIUM MEDINA STAMPED METAL BOWL ,-41.28879076086971,3,Elastic (price-sensitive)
GARLAND WITH HEARTS AND BELLS,-41.17148238100117,3,Elastic (price-sensitive)
FELTCRAFT BOY JEAN-PAUL KIT,-41.16951073684017,3,Elastic (price-sensitive)
SWALLOW SQUARE TISSUE BOX,-41.15216120295134,3,Elastic (price-sensitive)
LUNCH BOX WITH CUTLERY RETROSPOT ,-41.09286971705234,10,Elastic (price-sensitive)
FRENCH ENAMEL WATER BASIN,-40.956662182754634,9,Elastic (price-sensitive)
LAUREL STAR ANTIQUE SILVER ,-40.94382782974682,6,Elastic (price-sensitive)
12 PENCIL SMALL TUBE WOODLAND,-40.94060287882184,5,Elastic (price-sensitive)
JUMBO BAG SCANDINAVIAN PAISLEY,-40.845368775555855,5,Elastic (price-sensitive)
HANGING METAL STAR LANTERN,-40.65870610765169,7,Elastic (price-sensitive)
LARGE PURPLE BABUSHKA NOTEBOOK  ,-40.65308521896999,7,Elastic (price-sensitive)
ROMANTIC PINKS RIBBONS ,-40.534247525459925,4,Elastic (price-sensitive)
SET 7 BABUSHKA NESTING BOXES,-40.49794047058195,9,Elastic (price-sensitive)
NEW BAROQUE JEWELLERY BOX ,-40.45670955882353,4,Elastic (price-sensitive)
SKULL LUNCH BOX WITH CUTLERY ,-40.40801643863345,4,Elastic (price-sensitive)
GRASS HOPPER WOODEN WALL CLOCK ,-40.37626958955223,5,Elastic (price-sensitive)
PINK ENAMEL+GLASS HAIR COMB,-40.349262636496555,6,Elastic (price-sensitive)
YELLOW POT PLANT CANDLE,-40.236947742083316,7,Elastic (price-sensitive)
BEADED CRYSTAL HEART PINK LARGE,-40.100750347843366,3,Elastic (price-sensitive)
HOME SWEET HOME METAL SIGN ,-39.90090251467006,7,Elastic (price-sensitive)
CHILDRENS APRON APPLES DESIGN,-39.87094103594813,6,Elastic (price-sensitive)
SEWING BOX RETROSPOT DESIGN ,-39.750843293845506,13,Elastic (price-sensitive)
ORIGAMI JASMINE INCENSE/CANDLE SET,-39.68701574454515,9,Elastic (price-sensitive)
SET OF 4 ENGLISH ROSE COASTERS,-39.66008242828447,5,Elastic (price-sensitive)
BLOSSOM IMAGES SCRAP BOOK SET,-39.63221625329146,9,Elastic (price-sensitive)
3 TIER CAKE TIN GREEN AND CREAM,-39.40431573338292,10,Elastic (price-sensitive)
FELTCRAFT CUSHION OWL,-39.31504492958451,4,Elastic (price-sensitive)
PINK PAISLEY ROSE GIFT WRAP,-39.293560606060694,4,Elastic (price-sensitive)
"FEATHER PEN,HOT PINK",-39.14256649254037,9,Elastic (price-sensitive)
WRAP ENGLISH ROSE ,-39.129720268904414,5,Elastic (price-sensitive)
LAUREL HEART ANTIQUE GOLD,-39.0994124315676,6,Elastic (price-sensitive)
SET 12 WILDFLOWER BOTANICAL T-LIGHT,-38.994978150209924,3,Elastic (price-sensitive)
METAL MEDINA LANTERN ,-38.91980576441102,5,Elastic (price-sensitive)
STRAWBERRY HONEYCOMB  GARLAND ,-38.85030685992139,11,Elastic (price-sensitive)
CREAM SWEETHEART MAGAZINE RACK,-38.82953869047609,4,Elastic (price-sensitive)
MAGNETS PACK OF 4 VINTAGE COLLAGE,-38.82930568871369,8,Elastic (price-sensitive)
SPACEBOY TV DINNER TRAY,-38.78701620885927,9,Elastic (price-sensitive)
BANQUET BIRTHDAY  CARD  ,-38.65225829725818,10,Elastic (price-sensitive)
ANTIQUE TALL SWIRLGLASS TRINKET POT,-38.64990068137916,4,Elastic (price-sensitive)
BLACK BAROQUE CUCKOO CLOCK,-38.596022727272704,7,Elastic (price-sensitive)
CHOC TRUFFLE GOLD TRINKET POT ,-38.52155545705403,9,Elastic (price-sensitive)
MAGIC DRAWING SLATE BUNNIES ,-38.51641826215014,5,Elastic (price-sensitive)
RED SPOTTY ROUND CAKE TINS,-38.40111044039957,4,Elastic (price-sensitive)
RED DINER WALL CLOCK,-38.35502895972529,9,Elastic (price-sensitive)
BULL DOG BOTTLE TOP WALL CLOCK,-38.34781238811313,7,Elastic (price-sensitive)
ASSORTED BOTTLE TOP  MAGNETS ,-38.28779190368551,7,Elastic (price-sensitive)
DINOSAUR HEIGHT CHART STICKER SET,-38.26296320694168,4,Elastic (price-sensitive)
JUMBO STORAGE BAG SKULLS,-38.216524381639296,6,Elastic (price-sensitive)
GAOLERS KEYS DECORATIVE GARDEN ,-38.197811773994836,11,Elastic (price-sensitive)
RED PEONY CUSHION COVER ,-38.18461134453779,3,Elastic (price-sensitive)
SMALL IVORY HEART WALL ORGANISER,-38.1770098340401,5,Elastic (price-sensitive)
BOX OF 24 COCKTAIL PARASOLS,-38.02509891500146,9,Elastic (price-sensitive)
BLUE ROSE FABRIC MIRROR,-37.976219497441846,7,Elastic (price-sensitive)
SET OF 4 ENGLISH ROSE PLACEMATS,-37.94638247239618,14,Elastic (price-sensitive)
RED RETROSPOT SUGAR JAM BOWL,-37.79893062570262,11,Elastic (price-sensitive)
RED RETROSPOT SHOPPER BAG,-37.719467347470996,6,Elastic (price-sensitive)
SET/2 RED RETROSPOT TEA TOWELS ,-37.69614914854329,8,Elastic (price-sensitive)
S/4 VALENTINE DECOUPAGE HEART BOX,-37.64703877289235,7,Elastic (price-sensitive)
TEA COSY BLUE STRIPE,-37.53731650263046,7,Elastic (price-sensitive)
VINTAGE GLASS COFFEE CADDY,-37.49215238095254,5,Elastic (price-sensitive)
SOAP DISH BROCANTE,-37.40448072956019,6,Elastic (price-sensitive)
POMPOM CURTAIN,-37.337853548032214,17,Elastic (price-sensitive)
GENTLEMAN SHIRT REPAIR KIT ,-37.313600392375356,9,Elastic (price-sensitive)
WELCOME  WOODEN BLOCK LETTERS,-37.31022093679425,9,Elastic (price-sensitive)
COFFEE MUG CAT + BIRD DESIGN,-37.22227291694633,9,Elastic (price-sensitive)
FELT FARM ANIMAL RABBIT,-37.187496915652574,5,Elastic (price-sensitive)
FRENCH CHATEAU OVAL PLATTER,-37.125393817741646,4,Elastic (price-sensitive)
PINK WHITE SPOTS GARDEN PARASOL,-37.06671223513326,5,Elastic (price-sensitive)
CREAM SWEETHEART WALL CABINET,-37.02537712467116,8,Elastic (price-sensitive)
MULTICOLOUR  CONFETTI IN TUBE,-36.93950251165041,4,Elastic (price-sensitive)
"WRAP,SUKI AND FRIENDS",-36.92678571428595,4,Elastic (price-sensitive)
TEA TIME DES TEA COSY,-36.91696280338075,11,Elastic (price-sensitive)
SET OF 3 CASES WOODLAND DESIGN,-36.91599105596194,4,Elastic (price-sensitive)
GLAMOROUS  MUG,-36.85294956983259,13,Elastic (price-sensitive)
GLASS CAKE COVER AND PLATE,-36.84381978465402,8,Elastic (price-sensitive)
EMPIRE TISSUE BOX,-36.80303843825642,10,Elastic (price-sensitive)
FOLDING BUTTERFLY MIRROR HOT PINK ,-36.691981966713215,6,Elastic (price-sensitive)
4 PINK DINNER CANDLE SILVER FLOCK,-36.602769070010446,3,Elastic (price-sensitive)
HANGING RIDGE GLASS T-LIGHT HOLDER,-36.54511779369965,4,Elastic (price-sensitive)
PURPLE ENAMEL+GLASS HAIR COMB,-36.532163742690045,3,Elastic (price-sensitive)
SEASIDE FLYING DISC,-36.52319679149153,9,Elastic (price-sensitive)
DOOR MAT UNION JACK GUNS AND ROSES,-36.488648531221415,3,Elastic (price-sensitive)
FRYING PAN PINK POLKADOT,-36.30007176645669,7,Elastic (price-sensitive)
3 ROSE MORRIS BOXED CANDLES,-36.25628672717955,16,Elastic (price-sensitive)
DOORMAT CHRISTMAS VILLAGE,-36.235954816155385,8,Elastic (price-sensitive)
PASTEL PINK PHOTO ALBUM ,-36.20306193287183,7,Elastic (price-sensitive)
BLOSSOM IMAGES GIFT WRAP SET,-36.194364623243935,3,Elastic (price-sensitive)
JUMBO BAG DOILEY PATTERNS,-36.17879892752654,4,Elastic (price-sensitive)
FLORAL BLUE MONSTER,-36.060185185185176,4,Elastic (price-sensitive)
CAKES AND BOWS GIFT  TAPE,-36.05626528599023,7,Elastic (price-sensitive)
SET/3 DECOUPAGE STACKING TINS,-36.02350328411455,6,Elastic (price-sensitive)
LARGE APOTHECARY MEASURING JAR ,-36.01919685253037,4,Elastic (price-sensitive)
PINK BABY BUNTING,-35.96034292239508,8,Elastic (price-sensitive)
LADS ONLY TISSUE BOX,-35.953329394953116,16,Elastic (price-sensitive)
RED/CREAM STRIPE FRINGE HAMMOCK,-35.95075561125899,3,Elastic (price-sensitive)
GIRLS ALPHABET IRON ON PATCHES ,-35.91870700687038,12,Elastic (price-sensitive)
SMALL TALL CAMPHOR WOOD TOADSTOOL,-35.882326249508054,5,Elastic (price-sensitive)
VINTAGE POST OFFICE CABINET,-35.802098136246016,7,Elastic (price-sensitive)
CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,-35.78816046966728,3,Elastic (price-sensitive)
"HOOK, 1 HANGER ,MAGIC GARDEN",-35.66755525040238,8,Elastic (price-sensitive)
BLUE POLKADOT GARDEN PARASOL,-35.6510541267942,4,Elastic (price-sensitive)
LUNCH BOX I LOVE LONDON,-35.550688447911554,6,Elastic (price-sensitive)
ENAMEL COLANDER CREAM,-35.52194902885268,8,Elastic (price-sensitive)
HANGING MEDINA LANTERN LARGE,-35.51583275989499,5,Elastic (price-sensitive)
CARD PSYCHEDELIC APPLES,-35.41701680672271,7,Elastic (price-sensitive)
DOORSTOP RACING CAR DESIGN,-35.30841447552554,10,Elastic (price-sensitive)
FAIRY CAKE BIRTHDAY CANDLE SET,-35.26581537463736,8,Elastic (price-sensitive)
BLUE CALCULATOR RULER,-35.25396983311386,5,Elastic (price-sensitive)
RING OF ROSES BIRTHDAY CARD,-35.233126226403435,11,Elastic (price-sensitive)
FAIRY CAKES NOTEBOOK A6 SIZE,-35.2162992677276,7,Elastic (price-sensitive)
METAL 4 HOOK HANGER FRENCH CHATEAU,-35.131760356920076,8,Elastic (price-sensitive)
SET/20 RED SPOTTY PAPER NAPKINS ,-35.124163771850675,8,Elastic (price-sensitive)
RED SPOTTY BOWL,-35.060778851084756,3,Elastic (price-sensitive)
LARGE  TALL CAMPHOR WOOD TOADSTOOL ,-35.044717899659865,5,Elastic (price-sensitive)
COLOUR GLASS T-LIGHT HOLDER HANGING,-35.016260072945286,10,Elastic (price-sensitive)
ASSORTED SHAPES PHOTO CLIP SILVER ,-34.86677277500658,5,Elastic (price-sensitive)
PACK OF 60 MUSHROOM CAKE CASES,-34.829143717156064,16,Elastic (price-sensitive)
MEDINA STAMPED METAL STOOL,-34.786691919191874,6,Elastic (price-sensitive)
"HOOK, 3 HANGER ,MAGIC GARDEN",-34.713497734656286,5,Elastic (price-sensitive)
SET OF 4 NAPKIN CHARMS INSTRUMENT,-34.68720094997041,5,Elastic (price-sensitive)
PAPER BUNTING RETRO SPOTS,-34.62375287293759,4,Elastic (price-sensitive)
VINTAGE CARAVAN GREETING CARD ,-34.54332768530312,10,Elastic (price-sensitive)
CANDY HEART HANGING DECORATION,-34.45848453217451,4,Elastic (price-sensitive)
WOODLAND STORAGE BOX SMALL,-34.398915463618074,13,Elastic (price-sensitive)
FRIDGE MAGNETS US DINER ASSORTED,-34.39289457813757,6,Elastic (price-sensitive)
PINK SPOTS  WRAP ,-34.372867063492144,3,Elastic (price-sensitive)
HANGING MINI COLOURED BOTTLES,-34.36499614230166,3,Elastic (price-sensitive)
PAPER BUNTING RETROSPOT,-34.3630317999558,5,Elastic (price-sensitive)
BLACK CHRISTMAS TREE 60CM,-34.33429420337704,10,Elastic (price-sensitive)
GLASS CLOCHE LARGE,-34.27833167185591,7,Elastic (price-sensitive)
PAIR PADDED HANGERS PINK CHECK,-34.24497767857142,4,Elastic (price-sensitive)
SILVER GLITTER FLOWER VOTIVE HOLDER,-34.19881411984188,6,Elastic (price-sensitive)
BLUE POT PLANT CANDLE ,-34.17116242931301,12,Elastic (price-sensitive)
RED  SPOTTY COFFEE  MUG,-34.10528763730444,6,Elastic (price-sensitive)
LARGE HANGING IVORY & RED WOOD BIRD,-34.09275567408238,4,Elastic (price-sensitive)
YULETIDE IMAGES S/6 PAPER BOXES,-34.06359111434716,4,Elastic (price-sensitive)
MINI LADLE LOVE HEART RED ,-34.03457518091664,3,Elastic (price-sensitive)
VINTAGE CREAM 3 BASKET CAKE STAND,-33.93726926177169,13,Elastic (price-sensitive)
VINTAGE KEEPSAKE BOX PARIS DAYS,-33.822661713286664,3,Elastic (price-sensitive)
"ACRYLIC HANGING JEWEL,BLUE",-33.81814069816944,3,Elastic (price-sensitive)
JUMBO BAG TOYS ,-33.70867466081919,12,Elastic (price-sensitive)
CERAMIC CHERRY CAKE MONEY BANK,-33.69545048034102,7,Elastic (price-sensitive)
CERAMIC STRAWBERRY CAKE MONEY BANK,-33.68927316696735,6,Elastic (price-sensitive)
12 PENCILS TALL TUBE WOODLAND,-33.63196377832787,3,Elastic (price-sensitive)
ASSORTED ICE CREAM FRIDGE MAGNETS,-33.529832793081944,5,Elastic (price-sensitive)
BLUE  SPOTTY PLATE ,-33.52023135921691,4,Elastic (price-sensitive)
PINK UNION JACK  LUGGAGE TAG,-33.47117800724747,8,Elastic (price-sensitive)
CAKE PLATE LOVEBIRD WHITE,-33.36814638656264,13,Elastic (price-sensitive)
GLASS ETCHED T-LIGHT HOLDER MEDIUM,-33.32777777777761,5,Elastic (price-sensitive)
IVORY PILLAR CANDLE SILVER FLOCK,-33.26743809943981,6,Elastic (price-sensitive)
RED RETROSPOT MUG,-33.222404799188475,9,Elastic (price-sensitive)
FANNY'S REST STOPMETAL SIGN,-33.218424356440856,7,Elastic (price-sensitive)
GLITTER HANGING BUTTERFLY STRING,-33.20676987236967,9,Elastic (price-sensitive)
TABLE LAMP WHITE SHADE WOOD BASE,-33.15721153846152,8,Elastic (price-sensitive)
MEMO BOARD COTTAGE DESIGN,-33.08238879952673,9,Elastic (price-sensitive)
BLACK HEART CARD HOLDER,-33.015131752353355,16,Elastic (price-sensitive)
HANGING JAM JAR T-LIGHT HOLDER,-32.86202870872507,8,Elastic (price-sensitive)
HEART IVORY TRELLIS SMALL,-32.85713690251928,6,Elastic (price-sensitive)
VINTAGE PAISLEY STATIONERY SET,-32.81322771267763,9,Elastic (price-sensitive)
ASSORTED COLOUR T-LIGHT HOLDER,-32.71427706391953,17,Elastic (price-sensitive)
SILVER RETRODISC LAMPSHADE,-32.634154892332354,4,Elastic (price-sensitive)
TOTE BAG I LOVE LONDON,-32.55829022581825,14,Elastic (price-sensitive)
SET/6 RED SPOTTY PAPER PLATES,-32.527582897476655,12,Elastic (price-sensitive)
MODERN FLORAL STATIONERY SET,-32.50279923911075,13,Elastic (price-sensitive)
FILIGREE HEART BIRD WHITE ,-32.48267672332003,6,Elastic (price-sensitive)
CHARLIE AND LOLA FIGURES TINS,-32.459418949192866,9,Elastic (price-sensitive)
BOX OF VINTAGE JIGSAW BLOCKS ,-32.431137369592676,10,Elastic (price-sensitive)
ORANGE SCENTED SET/9 T-LIGHTS,-32.4273885216966,6,Elastic (price-sensitive)
STRAWBERRIES  DESIGN FLANNEL ,-32.42490782358235,5,Elastic (price-sensitive)
TOY TIDY DOLLY GIRL DESIGN,-32.398491359168325,8,Elastic (price-sensitive)
UNION JACK FLAG PASSPORT COVER ,-32.37074502892367,11,Elastic (price-sensitive)
PACK 3 BOXES BIRD PANNETONE ,-32.36696997734584,7,Elastic (price-sensitive)
FOLKART HEART NAPKIN RINGS,-32.31852330251369,3,Elastic (price-sensitive)
RAINBOW PEGS PHOTO CLIP STRING,-32.20025768250051,6,Elastic (price-sensitive)
BLACK WINE GLASS,-32.19074626786754,10,Elastic (price-sensitive)
BLUE OWL SOFT TOY,-32.17756902651275,4,Elastic (price-sensitive)
I CAN ONLY PLEASE ONE PERSON MUG,-32.125130825492136,6,Elastic (price-sensitive)
CHARLIE & LOLA WASTEPAPER BIN BLUE,-32.11182999360211,11,Elastic (price-sensitive)
PACK OF 20 NAPKINS RED APPLES,-32.0484816540406,8,Elastic (price-sensitive)
TEA PARTY BIRTHDAY CARD,-32.043841755951604,6,Elastic (price-sensitive)
KENSINGTON COFFEE SET,-32.034220858982465,4,Elastic (price-sensitive)
RED RETROSPOT CAKE STAND,-31.959839198259665,5,Elastic (price-sensitive)
PINK STRING CURTAIN WITH POLE,-31.94467817896389,5,Elastic (price-sensitive)
JARDIN ETCHED GLASS BUTTER DISH,-31.913029100529094,4,Elastic (price-sensitive)
EUCALYPTUS & PINECONE  WREATH,-31.905420317600143,7,Elastic (price-sensitive)
RATTLE SNAKE EGGS,-31.799587696804338,11,Elastic (price-sensitive)
RED SPOTTY OVEN GLOVE DOUBLE,-31.790766972971124,4,Elastic (price-sensitive)
SKETCHBOOK MAGNETIC SHOPPING LIST,-31.754061006588973,6,Elastic (price-sensitive)
ROUND CAKE TIN VINTAGE GREEN,-31.710527776634812,5,Elastic (price-sensitive)
BLUE SAVANNAH PICNIC HAMPER FOR 2,-31.660987477041054,8,Elastic (price-sensitive)
METAL SIGN EMPIRE TEA,-31.61410174500846,9,Elastic (price-sensitive)
CHILDRENS APRON SPACEBOY DESIGN,-31.611825011414147,8,Elastic (price-sensitive)
SMALL POP BOX FUNKY MONKEY,-31.609996791297718,4,Elastic (price-sensitive)
ECONOMY HOLIDAY PURSE,-31.601633860405467,4,Elastic (price-sensitive)
MIRRORED DISCO BALL ,-31.5974616741479,21,Elastic (price-sensitive)
WATERING CAN PINK BUNNY,-31.57742183372195,8,Elastic (price-sensitive)
BISCUIT TIN VINTAGE CHRISTMAS,-31.567050283471126,4,Elastic (price-sensitive)
SILVER CHRISTMAS TREE BAUBLE STAND ,-31.53131814297492,4,Elastic (price-sensitive)
FLYING PIG WATERING CAN,-31.490094926859527,6,Elastic (price-sensitive)
RETRO SPOT MUG,-31.45049981618207,5,Elastic (price-sensitive)
PARTY INVITES DINOSAURS,-31.450491165955164,5,Elastic (price-sensitive)
RETRO PLASTIC ELEPHANT TRAY,-31.410487188349276,8,Elastic (price-sensitive)
KEY CABINET MA CAMPAGNE,-31.30463889533231,5,Elastic (price-sensitive)
ANT WHITE WIRE HEART SPIRAL,-31.24272039734354,15,Elastic (price-sensitive)
CREAM SWEETHEART SHELF + HOOKS,-31.210037705307023,7,Elastic (price-sensitive)
WOODLAND PARTY BAG + STICKER SET,-31.209800178269965,9,Elastic (price-sensitive)
LARGE CAKE STAND  HANGING STRAWBERY,-31.150924109373683,13,Elastic (price-sensitive)
JUMBO BAG CHARLIE AND LOLA TOYS,-31.143606576537845,11,Elastic (price-sensitive)
FUNKY WASHING UP GLOVES ASSORTED,-31.007344620149567,4,Elastic (price-sensitive)
CHILDS BREAKFAST SET SPACEBOY ,-30.97245782121726,12,Elastic (price-sensitive)
RETRO COFFEE MUGS ASSORTED,-30.9681631302642,12,Elastic (price-sensitive)
NO SINGING METAL SIGN,-30.94584755779846,8,Elastic (price-sensitive)
SMALL PINK GLASS SUNDAE DISH,-30.933263646922182,3,Elastic (price-sensitive)
APOTHECARY MEASURING JAR,-30.859806731334746,3,Elastic (price-sensitive)
BATHROOM METAL SIGN,-30.850688725292585,11,Elastic (price-sensitive)
HELLO SAILOR BATHROOM SET,-30.850640487728853,4,Elastic (price-sensitive)
IVORY CAFE HANGING LAMP ,-30.83808506308512,4,Elastic (price-sensitive)
60 TEATIME FAIRY CAKE CASES,-30.830230883595252,12,Elastic (price-sensitive)
LARGE WHITE HONEYCOMB PAPER BELL  ,-30.776800971587562,7,Elastic (price-sensitive)
CARD WEDDING DAY,-30.764981080151358,6,Elastic (price-sensitive)
SET/3 RUSSIAN DOLL STACKING TINS,-30.752890601736027,3,Elastic (price-sensitive)
IVORY PAPER CUP CAKE CASES ,-30.749866614311262,8,Elastic (price-sensitive)
HOME SWEET HOME MUG,-30.689206427739805,13,Elastic (price-sensitive)
BOX OF VINTAGE ALPHABET BLOCKS,-30.66767445068956,11,Elastic (price-sensitive)
4 WILDFLOWER BOTANICAL CANDLES,-30.55523250279623,7,Elastic (price-sensitive)
PINK JUICY FRUIT PHOTO FRAME,-30.552839096017287,5,Elastic (price-sensitive)
CHARLIE AND LOLA TABLE TINS,-30.54349033465369,7,Elastic (price-sensitive)
GOLD MUG BONE CHINA TREE OF LIFE,-30.314851127102834,9,Elastic (price-sensitive)
RED SPOTTY SHOPPER BAG,-30.3076915360315,3,Elastic (price-sensitive)
WHITE LOVEBIRD LANTERN,-30.303204452715324,14,Elastic (price-sensitive)
WHITE BAROQUE WALL CLOCK ,-30.244147201178468,6,Elastic (price-sensitive)
TV DINNER TRAY AIR HOSTESS ,-30.216362778019082,11,Elastic (price-sensitive)
WOODLAND STORAGE BOX LARGE ,-30.204506336895452,10,Elastic (price-sensitive)
TROPICAL  HONEYCOMB PAPER GARLAND ,-30.152269657946118,18,Elastic (price-sensitive)
HANGING PHOTO CLIP ROPE LADDER,-30.106378259768878,13,Elastic (price-sensitive)
SET/6 BLACK BIRD T-LIGHT CANDLES,-30.10579459816447,7,Elastic (price-sensitive)
PINK PAISLEY CUSHION COVER ,-30.07712976251461,5,Elastic (price-sensitive)
ASSORTED CREEPY CRAWLIES,-30.047327264238692,6,Elastic (price-sensitive)
RED RETROSPOT PUDDING BOWL,-30.0455415499533,6,Elastic (price-sensitive)
 4 PURPLE FLOCK DINNER CANDLES,-30.020469280909786,4,Elastic (price-sensitive)
ENAMEL PINK COFFEE CONTAINER,-30.004213408146033,8,Elastic (price-sensitive)
DOORSTOP FOOTBALL DESIGN,-29.931374319402444,8,Elastic (price-sensitive)
12 EGG HOUSE PAINTED WOOD,-29.927297263506976,9,Elastic (price-sensitive)
SET OF 6 T-LIGHTS WEDDING CAKE ,-29.90547025341964,4,Elastic (price-sensitive)
SET/6 PINK BIRD T-LIGHT CANDLES,-29.89781769181761,15,Elastic (price-sensitive)
FRENCH CHATEAU LARGE PLATTER ,-29.88722774621212,4,Elastic (price-sensitive)
GRAND CHOCOLATECANDLE,-29.867936421933763,12,Elastic (price-sensitive)
CAKE STAND VICTORIAN FILIGREE SMALL,-29.847834177439445,4,Elastic (price-sensitive)
VINTAGE RED ENAMEL TRIM PLATE,-29.847145966917157,3,Elastic (price-sensitive)
TURQ ICE CREAM BUM BAG ,-29.77076357886907,4,Elastic (price-sensitive)
FIRST CLASS PASSPORT COVER ,-29.740716334921963,10,Elastic (price-sensitive)
MEMO BOARD RETROSPOT  DESIGN,-29.6868182858558,7,Elastic (price-sensitive)
SET 3 WICKER OVAL BASKETS W LIDS,-29.56742855042923,7,Elastic (price-sensitive)
BIG DOUGHNUT FRIDGE MAGNETS,-29.558894545280697,3,Elastic (price-sensitive)
APRON MODERN VINTAGE COTTON,-29.551639061421668,3,Elastic (price-sensitive)
SET OF 6 FUNKY BEAKERS,-29.476879669293517,8,Elastic (price-sensitive)
CUBIC MUG BLUE POLKA DOT,-29.475043340506936,4,Elastic (price-sensitive)
SMALL CAMPHOR WOOD FIELD  MUSHROOM,-29.452243227717442,6,Elastic (price-sensitive)
GREY FLORAL FELTCRAFT SHOULDER BAG,-29.438291933202404,4,Elastic (price-sensitive)
REGENCY CAKE SLICE,-29.438024028795798,6,Elastic (price-sensitive)
WOOD AND GLASS MEDICINE CABINET,-29.41703703703703,3,Elastic (price-sensitive)
SET OF 4 DIAMOND NAPKIN RINGS,-29.402760632621238,10,Elastic (price-sensitive)
LOVE HEART TRINKET POT,-29.358867204263095,7,Elastic (price-sensitive)
BATHROOM SCALES RUBBER DUCKS,-29.264648437499996,4,Elastic (price-sensitive)
SMALL LICORICE DES PINK BOWL,-29.24313943868105,6,Elastic (price-sensitive)
OWL DOORSTOP,-29.23586790269057,6,Elastic (price-sensitive)
CITRONELLA CANDLE FLOWERPOT,-29.16272571950275,7,Elastic (price-sensitive)
SET/4 SKULL BADGES,-29.10021378198325,4,Elastic (price-sensitive)
RED RETROSPOT CHILDRENS UMBRELLA,-29.057547931877888,7,Elastic (price-sensitive)
TEA TIME TEAPOT IN GIFT BOX,-29.052114966145155,16,Elastic (price-sensitive)
S/2 BEACH HUT TREASURE CHESTS,-29.002309022667056,4,Elastic (price-sensitive)
WHITE SPOT RED CERAMIC DRAWER KNOB,-28.926283467875706,8,Elastic (price-sensitive)
JASMINE TEA INCENSE IN TIN,-28.906396201837374,5,Elastic (price-sensitive)
DECORATIVE NET CANOPY CREAM,-28.889204545454554,4,Elastic (price-sensitive)
SKULLS AND CROSSBONES WRAP,-28.831603759648953,8,Elastic (price-sensitive)
